tmpaul,,,,,,,,,,,,,,,,,,,,,,
,Core,Date Added,Stock,Setup,"Core 
Execution","Stock 
Execution",VAR,Entry Stop,Entry Limit,Sizing,Cut,-0.5R Cut Loss,Shares,Order Filled,Cancel Order,Picker,Return,7 day % change,Date,1R,2R,Possible to add shares? 
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
,,,,,,,,,,,,,,FALSE,FALSE,,, ,,0.00,0.00,
